MSE
1.53677339833388
1.56832080612167
1.4437079986537
1.568394120433
1.52716397858007
1.56939562068517
1.49369710776544
1.42997370563075
1.31141654514005
1.20362251500038
1.10295923259731
1.0789949638139
1.0403192215024
1.07563319919161
1.1086043167944
1.13323766921794
1.16636629208924
1.22131197585194
1.26647647109839
1.29117602871416
