Scales,t_0
1,1.47848528985534
2,1.52938775770526
3,1.38891727560486
4,1.47734384331129
5,1.29788911338883
6,1.1256316647667
7,0.966752824948189
8,0.977154149183091
9,1.01646994860438
10,0.960452912337634
11,0.873383129829921
12,0.828149275374417
13,0.807006812738369
14,0.813350918197696
15,0.841313827428156
16,0.894836001012321
17,0.962126343535189
18,1.02466339589536
19,1.08467019578614
20,1.11385368833584
