patID,t_start,t_end,NNmean,NNmedian,NNmode,NNvariance,NNskew,NNkurt,NNiqr,SDNN,RMSSD,pnn50,btsdet,avgsqi,tdflag,ulf,vlf,lf,hf,lfhf,ttlpwr,fdflag,ac,dc,SampEn,ApEn
TestICUdata,0,300,780.3056,781.25,781.25,0.08014964,0.270406,2.722414,15.625,8.952633,9.555131,0,364,0.9840743,5,38.87388,18.04436,1.435378,32.51337,0.04,90.86699,5,-3.006114,3.746811,1.226752,1.146237
